cgpa,backlog_history,DSA_problems_solved,GitHub_repos,development_projects_count,AI_ML_projects,internships_completed,hackathons_participated,self_learning_hours,resume_score
6.38,1,963,27.0,11,5,5,4,5.6,100
6.73,0,704,8.0,1,0,1,1,5.4,80
6.53,1,602,27.0,8,4,2,4,5.3,86
7.49,0,375,27.0,9,3,2,0,3.6,92
6.93,0,482,8.0,4,2,1,2,3.1,86
7.37,1,801,17.0,8,6,3,2,4.2,100
7.38,0,820,26.0,7,6,5,3,5.7,94
8.17,0,616,17.0,7,0,2,2,2.1,74
7.51,0,446,20.0,6,0,6,3,4.3,98
6.9,0,405,16.0,5,3,2,3,2.6,81
7.21,3,713,38.0,12,5,5,1,4.2,100
6.8,2,679,41.0,11,6,6,2,4.9,100
7.57,0,748,20.0,7,2,5,2,5.3,87
8.1,0,545,31.0,10,2,5,3,3.5,100
7.11,0,705,23.0,7,3,1,4,3.2,59
7.37,0,589,23.0,8,4,3,5,3.2,95
7.42,0,621,22.0,8,2,3,4,2.9,90
7.69,0,689,13.0,6,5,4,6,2.6,96
7.09,1,611,7.0,3,0,0,1,3.4,67
7.63,0,693,24.0,7,5,3,2,3.2,88
8.14,0,540,22.0,7,5,1,4,1.5,66
8.24,0,787,36.0,9,3,4,5,3.7,94
8.18,3,673,28.0,8,6,2,2,4.6,92
7.3,1,795,2.0,3,0,1,0,6.1,58
7.08,0,369,15.0,3,2,3,0,6.1,96
6.86,2,773,24.0,7,4,2,3,5.6,79
7.79,0,521,4.0,4,0,2,5,4.2,85
6.93,1,475,14.0,5,2,3,3,3.6,86
7.02,1,390,32.0,10,5,4,4,4.3,100
8.25,0,714,35.0,10,3,4,4,6.2,100
7.5,2,611,23.0,6,3,4,3,3.1,76
6.1,0,588,24.0,7,3,4,2,5.7,87
7.44,1,665,9.0,4,2,2,5,4.7,96
6.82,3,561,14.0,4,0,2,1,3.8,78
6.26,1,730,5.0,4,0,3,7,4.7,100
8.02,0,397,29.0,9,4,3,4,2.6,100
7.78,0,554,26.0,7,3,4,3,4.7,85
8.94,0,789,21.0,9,5,6,2,4.4,100
6.77,0,892,12.0,5,2,1,3,3.9,97
9.74,1,611,14.0,3,0,4,4,5.5,94
7.77,0,680,17.0,7,1,4,2,5.5,100
7.37,1,721,26.0,10,4,6,5,4.5,100
6.5,0,439,29.0,8,4,2,3,4.4,88
8.21,0,962,13.0,6,0,4,3,3.9,91
7.46,2,705,,6,2,3,1,2.1,100
8.0,0,656,48.0,14,8,5,2,4.3,100
7.67,0,447,14.0,2,0,0,2,3.1,53
7.72,0,462,11.0,5,2,3,0,4.4,89
6.95,1,797,16.0,6,2,3,5,4.2,100
7.79,1,538,10.0,5,4,3,1,3.7,100
6.95,0,798,25.0,11,5,2,4,4.6,81
6.26,0,681,11.0,6,5,0,2,1.6,77
8.78,0,551,34.0,11,4,5,4,4.7,100
7.76,0,571,30.0,8,5,3,5,4.3,93
7.8,1,424,19.0,6,2,2,5,4.9,63
7.35,0,467,12.0,7,3,4,7,4.5,100
8.43,0,847,10.0,7,6,2,4,2.6,79
6.56,0,471,14.0,4,0,3,2,6.8,78
8.85,3,565,28.0,7,2,3,2,4.0,84
7.14,0,871,34.0,8,2,3,4,3.7,79
8.49,1,573,22.0,6,2,2,1,3.9,84
5.83,0,442,20.0,7,0,1,5,4.2,88
7.17,0,684,27.0,10,6,2,4,3.7,96
7.49,0,615,29.0,12,2,6,4,6.1,100
6.13,1,682,27.0,7,3,3,2,2.8,85
6.91,1,769,30.0,9,2,2,3,3.6,96
6.1,0,590,14.0,6,2,3,3,6.2,77
8.3,0,435,11.0,2,3,0,4,3.5,79
7.58,0,596,26.0,10,5,5,3,3.1,100
7.97,0,628,26.0,7,2,2,0,5.1,100
7.78,2,577,15.0,5,2,3,3,4.6,73
8.07,1,576,0.0,1,0,0,3,2.6,61
7.34,0,693,15.0,5,2,2,4,4.1,66
8.48,3,760,4.0,3,1,2,0,4.5,98
6.41,2,720,16.0,7,1,6,3,5.6,100
8.39,2,930,14.0,5,3,0,2,0.4,55
6.35,0,591,40.0,13,5,4,4,4.6,100
7.12,0,581,10.0,5,4,4,2,4.2,94
7.47,1,791,20.0,5,5,1,4,3.7,75
7.32,0,632,14.0,2,0,1,0,4.6,58
7.0,0,889,22.0,8,2,3,4,4.6,98
7.74,0,540,26.0,10,3,7,3,4.7,100
6.87,0,775,15.0,5,2,4,0,3.3,100
6.24,0,452,6.0,5,0,1,6,4.4,62
6.84,0,621,3.0,4,0,1,4,3.9,48
7.54,0,847,39.0,9,5,6,5,5.9,100
7.28,1,673,16.0,8,3,3,4,2.5,100
7.2,0,488,24.0,7,4,4,3,4.7,87
7.18,0,778,14.0,7,4,2,5,2.4,69
8.25,0,461,35.0,14,6,6,5,5.2,100
7.49,0,547,10.0,3,1,2,4,3.7,82
7.48,0,871,15.0,6,3,3,7,4.3,100
8.69,0,737,18.0,6,5,0,4,1.9,86
6.62,1,580,14.0,5,0,4,3,5.0,90
7.96,0,555,11.0,5,3,1,1,2.8,76
7.66,0,803,16.0,7,4,1,1,1.4,81
8.45,0,638,31.0,14,5,5,1,3.7,100
7.44,1,552,32.0,10,4,5,5,6.4,100
6.46,0,717,7.0,1,0,0,2,2.4,71
6.4,1,536,17.0,5,0,3,3,3.8,84
7.6,0,658,10.0,4,1,2,2,4.9,80
7.13,0,581,21.0,8,5,3,1,5.3,77
7.54,0,517,26.0,6,2,4,3,3.6,99
6.64,1,618,26.0,8,1,3,5,4.4,92
6.59,0,593,23.0,8,4,3,5,4.9,75
9.19,0,584,11.0,4,0,5,1,5.9,100
8.32,0,737,38.0,10,4,3,2,7.0,100
6.74,0,460,13.0,3,0,2,6,4.6,79
6.7,0,796,3.0,3,2,2,0,3.6,86
8.27,0,1061,25.0,9,2,6,1,7.3,100
7.21,0,670,19.0,6,3,3,2,2.6,98
9.06,1,720,20.0,9,3,5,4,3.6,100
8.06,3,675,8.0,4,3,3,1,4.4,100
6.32,0,450,20.0,6,0,3,2,4.0,89
8.0,0,521,9.0,4,1,1,4,1.3,54
7.06,1,655,10.0,4,2,1,5,3.1,68
9.13,1,748,32.0,8,1,5,0,5.9,100
7.57,0,589,9.0,5,0,3,0,2.6,83
6.73,0,488,10.0,3,2,0,5,2.0,76
8.66,2,924,22.0,6,2,2,0,3.6,69
7.74,0,808,19.0,7,4,3,5,2.4,72
6.75,2,753,24.0,8,3,2,0,2.3,85
7.7,0,783,20.0,8,2,2,4,3.9,100
7.91,0,421,22.0,6,2,4,5,3.7,95
6.46,0,612,23.0,8,4,3,0,5.0,100
7.64,0,601,29.0,8,4,3,0,4.5,100
8.59,0,497,30.0,10,5,6,5,4.5,100
7.95,0,817,15.0,6,3,1,2,2.7,84
7.79,1,677,39.0,10,7,3,2,3.5,93
6.91,1,783,18.0,5,2,2,2,3.3,88
7.5,0,951,10.0,4,2,1,2,2.9,62
7.28,0,652,13.0,4,3,1,4,3.8,71
8.81,0,580,19.0,7,4,2,2,1.3,72
8.45,0,775,25.0,6,0,2,2,2.8,87
7.3,1,486,6.0,4,2,3,0,4.2,73
7.76,0,502,13.0,6,2,0,0,3.9,93
7.0,0,776,5.0,2,0,2,1,2.3,63
7.71,1,550,17.0,6,2,1,4,4.2,76
6.82,0,651,50.0,14,5,3,3,4.9,100
6.48,0,802,23.0,7,6,1,4,3.9,74
7.54,0,736,15.0,6,4,2,3,3.2,87
8.31,0,608,27.0,8,5,4,3,6.3,100
8.77,1,784,23.0,7,1,1,3,3.5,83
9.47,0,647,10.0,2,2,3,5,3.4,86
6.57,2,651,25.0,7,3,1,1,2.8,72
7.19,0,666,1.0,1,0,1,2,2.6,61
8.32,0,545,22.0,8,2,6,7,6.1,100
9.0,0,716,23.0,6,4,4,2,4.3,87
8.38,0,743,16.0,7,2,5,0,5.4,100
6.77,0,618,22.0,7,5,0,4,2.7,62
7.63,0,907,22.0,7,1,3,6,4.2,100
7.68,1,465,14.0,7,4,2,6,3.6,88
6.74,2,354,15.0,5,2,2,3,4.2,54
6.65,1,679,21.0,9,2,4,2,4.9,100
7.3,0,737,4.0,1,1,1,0,1.5,81
8.42,0,575,15.0,5,4,1,4,3.0,65
7.19,1,605,35.0,11,5,4,0,3.9,100
7.95,0,619,15.0,5,1,1,3,4.4,72
5.5,0,514,9.0,4,2,0,3,1.5,51
6.24,0,796,23.0,9,5,3,2,3.8,75
7.48,0,497,18.0,5,3,1,4,2.5,96
6.63,0,719,12.0,5,1,4,0,4.2,100
7.07,0,799,21.0,8,0,3,2,5.3,90
6.23,0,603,22.0,11,3,6,2,7.2,98
8.53,1,823,22.0,8,3,4,2,4.0,100
6.57,0,624,12.0,6,3,1,2,2.5,71
6.6,1,762,,5,5,1,0,5.0,84
6.36,2,974,29.0,8,2,6,0,4.4,100
8.84,1,677,7.0,3,0,2,1,2.8,69
6.74,1,624,12.0,5,4,4,0,4.2,95
7.84,0,637,,10,5,5,3,5.7,100
7.26,0,788,15.0,7,1,4,2,3.5,92
7.68,2,545,22.0,6,0,5,5,5.7,100
8.23,0,644,10.0,6,2,4,4,5.0,100
8.09,0,719,10.0,5,3,2,1,4.3,76
7.21,0,640,10.0,4,2,2,2,2.8,98
8.09,3,691,24.0,7,0,2,2,2.1,82
6.68,0,444,27.0,7,1,1,4,2.4,67
7.77,0,673,3.0,4,2,3,2,5.3,100
8.42,0,649,,6,1,2,3,2.2,98
7.18,0,853,13.0,4,3,5,5,3.3,100
7.63,0,650,14.0,5,1,1,2,2.1,70
6.38,0,800,21.0,8,2,4,3,4.2,100
7.4,0,863,29.0,11,6,4,4,5.1,100
7.59,0,842,0.0,2,1,1,4,4.4,66
7.39,1,603,27.0,9,1,3,5,3.6,100
6.57,0,493,18.0,7,1,1,1,2.5,50
7.77,0,838,23.0,8,4,4,4,3.8,100
7.87,0,745,32.0,10,4,5,3,2.1,100
6.15,1,518,17.0,4,2,3,3,3.8,100
6.84,0,450,11.0,6,4,1,8,5.0,93
6.55,0,617,13.0,3,3,3,2,6.3,95
8.33,0,649,18.0,5,2,3,1,3.3,96
6.82,0,567,1.0,2,0,2,1,3.2,64
6.83,0,749,11.0,2,1,0,1,2.3,52
7.29,1,553,22.0,6,4,3,1,2.3,83
6.71,0,463,2.0,3,4,2,0,2.0,89
7.16,0,606,31.0,11,6,4,4,5.7,100
7.38,0,713,15.0,5,3,1,3,4.0,78
8.41,1,788,29.0,9,5,3,1,4.0,100
8.15,0,534,17.0,6,3,3,4,3.0,100
7.51,2,604,9.0,3,0,2,3,2.1,73
6.72,0,589,23.0,7,3,3,0,5.2,91
7.88,1,774,34.0,14,6,6,5,6.0,100
6.35,0,578,22.0,7,1,2,2,2.9,86
8.65,0,559,21.0,7,4,7,3,6.8,100
8.41,0,755,20.0,6,3,0,4,2.9,63
8.41,1,488,28.0,8,3,3,1,3.6,99
7.71,1,484,20.0,4,2,1,3,3.7,82
9.49,0,739,23.0,7,0,2,0,4.7,86
8.54,0,753,25.0,8,1,3,7,3.5,100
8.35,0,611,20.0,9,5,2,2,2.1,95
6.33,0,619,33.0,11,5,7,2,7.0,100
7.88,0,704,16.0,6,2,1,0,4.3,100
8.66,0,571,12.0,7,2,2,0,3.4,94
8.3,0,411,11.0,6,4,5,3,6.1,100
7.54,0,636,22.0,6,3,2,4,5.5,86
7.56,0,773,20.0,4,1,1,3,2.3,73
7.45,0,529,8.0,4,2,3,4,3.2,94
8.14,1,912,18.0,5,2,2,4,4.4,100
8.02,0,673,32.0,9,5,5,3,4.7,83
7.59,0,716,18.0,6,2,3,2,4.5,100
7.4,0,844,25.0,8,3,1,3,2.4,75
7.81,0,770,41.0,11,6,3,0,6.2,82
7.02,1,691,23.0,6,3,3,3,5.3,100
7.98,1,592,18.0,5,2,5,3,3.9,95
6.35,0,475,17.0,7,3,1,4,2.7,86
7.57,0,539,16.0,6,3,2,4,3.4,84
6.32,1,325,5.0,4,1,0,4,1.6,69
7.9,0,761,10.0,2,1,0,1,3.9,73
8.32,0,501,4.0,1,0,1,1,4.4,48
6.83,0,624,9.0,6,1,2,3,4.4,96
8.17,0,543,18.0,6,3,4,5,3.1,95
7.86,0,762,9.0,3,4,1,2,2.4,79
6.42,0,615,18.0,6,3,0,0,1.8,72
8.7,0,750,4.0,5,1,3,2,2.8,97
7.89,0,605,24.0,8,5,4,0,4.6,95
6.52,1,672,9.0,5,3,4,2,6.9,100
8.56,0,728,11.0,7,1,3,3,2.3,99
7.15,0,593,8.0,5,0,1,0,2.5,66
8.43,1,705,15.0,6,4,2,2,4.4,84
8.25,0,758,20.0,7,3,3,2,3.2,94
8.3,0,834,17.0,7,5,6,1,5.0,100
6.87,0,761,48.0,11,5,6,2,5.2,100
6.49,0,635,15.0,4,0,1,2,2.6,72
8.26,0,733,17.0,3,3,2,3,1.7,58
6.77,0,725,18.0,8,3,4,5,4.4,100
8.32,1,629,10.0,5,3,1,3,2.6,61
7.98,0,519,18.0,5,2,1,0,2.0,75
6.67,3,523,3.0,2,1,0,1,3.5,61
8.91,2,567,26.0,9,4,4,4,5.7,100
7.69,0,695,8.0,6,2,2,2,2.8,98
7.19,1,819,18.0,7,4,3,3,4.0,89
6.5,2,592,24.0,8,4,4,0,3.4,100
6.63,0,734,31.0,8,3,0,5,1.2,63
7.31,1,909,27.0,6,3,3,3,4.8,83
6.85,0,510,17.0,5,3,2,4,4.7,89
8.04,3,615,11.0,5,2,2,0,4.9,99
7.28,0,739,13.0,6,3,3,2,6.1,95
6.04,0,623,29.0,11,6,5,3,5.0,100
9.04,0,679,8.0,3,1,3,5,4.3,86
7.62,1,744,25.0,7,1,2,0,3.5,94
7.97,0,622,23.0,8,3,3,0,4.9,91
8.63,0,667,33.0,10,6,5,0,3.8,100
8.12,1,518,26.0,9,3,3,4,4.5,97
7.79,0,624,21.0,8,4,4,6,3.0,100
7.48,1,676,9.0,3,2,4,2,5.8,91
6.97,0,635,23.0,7,1,3,5,3.1,89
7.22,0,918,25.0,7,5,2,4,1.3,82
6.89,0,636,4.0,2,0,1,1,3.6,83
6.64,1,611,24.0,8,5,2,5,3.6,74
7.54,1,907,26.0,8,4,3,1,2.2,100
7.11,0,608,27.0,5,2,6,2,5.1,100
8.64,1,595,24.0,7,5,3,0,5.3,84
7.85,0,672,4.0,3,1,1,6,2.7,56
7.69,1,442,31.0,9,4,2,0,2.3,95
6.89,1,659,13.0,3,1,0,2,1.9,56
7.4,0,728,21.0,8,3,6,4,6.8,100
9.06,1,668,30.0,10,5,6,7,5.7,100
6.7,0,418,,3,1,1,4,3.3,68
7.78,0,503,8.0,7,2,4,6,3.5,93
7.23,0,650,25.0,8,4,3,0,4.3,79
8.15,0,662,22.0,9,6,3,4,4.4,95
6.28,1,445,9.0,5,0,1,3,2.9,54
8.27,0,633,10.0,5,2,4,4,6.2,89
8.8,0,640,17.0,4,3,2,5,1.0,72
6.93,0,723,20.0,8,4,3,0,2.1,91
7.6,0,555,26.0,8,5,2,4,2.9,92
6.04,0,677,35.0,11,5,6,2,6.7,100
7.61,0,527,18.0,4,1,1,2,2.0,61
6.35,0,563,24.0,5,4,2,3,2.1,78
7.32,0,470,21.0,10,6,3,1,4.5,96
6.35,1,622,5.0,6,2,4,2,3.9,100
8.54,0,600,36.0,12,5,7,4,6.0,100
7.41,0,809,9.0,7,5,3,4,2.7,100
7.64,0,670,33.0,10,5,7,0,6.5,100
8.31,0,572,34.0,10,3,5,1,5.5,100
6.96,1,597,24.0,9,1,4,2,3.5,100
6.89,1,404,23.0,7,1,2,3,3.9,78
7.35,0,736,8.0,5,1,1,1,1.1,74
7.28,0,457,6.0,3,2,1,2,3.9,59
6.89,2,627,26.0,9,4,2,8,4.4,99
5.33,1,438,15.0,7,1,4,0,3.7,98
5.72,1,639,18.0,5,3,3,1,3.8,96
7.95,0,637,11.0,5,1,3,3,3.7,97
7.33,1,593,17.0,8,7,5,4,6.6,100
5.41,0,641,9.0,3,1,1,5,3.1,62
8.21,0,699,0.0,1,0,0,3,0.5,58
8.12,0,510,14.0,6,0,1,4,3.8,100
6.03,0,448,11.0,5,5,0,1,4.2,40
6.62,0,576,14.0,3,3,0,6,1.4,54
6.46,2,551,6.0,5,2,1,2,2.2,69
7.58,3,670,10.0,6,0,2,0,4.7,87
8.06,1,655,47.0,16,6,8,3,5.7,100
6.57,0,575,14.0,5,0,0,1,3.8,62
6.98,1,581,29.0,9,0,3,4,3.4,87
7.84,0,605,15.0,6,1,1,4,3.8,100
7.48,1,619,22.0,9,5,4,4,7.0,100
8.75,1,735,,11,5,7,4,7.4,100
7.87,0,711,26.0,8,4,5,3,4.6,82
7.29,0,439,10.0,4,1,1,3,2.6,85
7.08,0,684,18.0,6,3,2,0,4.6,93
7.42,0,714,,8,3,3,1,3.5,82
7.26,0,661,13.0,3,2,4,3,3.8,100
7.17,0,404,20.0,7,3,4,1,3.4,100
8.75,3,667,6.0,3,1,0,2,3.2,69
6.4,2,679,10.0,3,0,2,1,3.0,85
7.32,0,778,6.0,4,3,2,0,5.0,91
7.66,1,681,21.0,8,5,7,2,6.7,100
7.46,0,546,23.0,7,1,3,4,4.4,93
7.63,0,879,4.0,4,4,2,3,5.0,84
6.88,2,587,2.0,3,3,4,6,4.0,100
7.27,0,424,28.0,7,2,6,6,5.2,100
6.83,0,842,23.0,8,4,4,4,4.8,100
8.33,0,612,7.0,4,2,3,0,6.4,94
6.54,0,639,17.0,4,1,1,3,2.5,80
6.66,0,595,26.0,9,5,4,8,4.6,100
7.83,0,752,17.0,7,3,1,6,3.0,100
7.26,0,859,25.0,9,5,4,5,4.3,99
8.25,3,546,3.0,3,2,1,5,3.7,49
7.02,2,573,20.0,6,4,2,0,2.2,100
6.37,1,665,22.0,7,1,4,3,2.6,91
6.01,0,609,13.0,7,1,1,3,3.8,82
7.79,0,701,38.0,12,6,8,6,5.9,100
7.4,1,554,25.0,8,4,4,4,3.8,100
7.02,0,788,5.0,2,0,3,2,4.1,84
6.17,1,650,28.0,9,5,4,2,3.1,100
7.27,2,727,15.0,5,1,3,3,4.2,66
6.1,0,782,19.0,8,4,7,5,6.5,100
7.65,0,657,26.0,6,7,1,4,1.3,72
7.61,0,637,27.0,8,7,3,3,5.3,98
6.28,0,759,14.0,3,2,1,2,3.3,91
7.52,0,856,30.0,10,4,6,3,6.5,100
7.74,2,688,24.0,8,3,6,2,5.7,100
7.68,1,846,17.0,6,2,3,3,4.5,78
6.46,2,652,23.0,7,3,2,7,2.3,88
7.0,1,760,27.0,9,3,6,8,7.1,100
7.81,0,814,19.0,6,4,1,3,2.7,70
8.24,1,751,21.0,8,4,2,2,3.5,90
6.33,0,617,23.0,6,4,2,2,1.2,88
8.06,1,751,14.0,5,4,4,2,3.5,99
7.26,0,706,18.0,8,3,4,0,6.7,100
7.64,0,364,25.0,4,1,1,5,2.5,64
6.96,0,408,14.0,4,4,2,6,2.8,71
8.93,0,718,15.0,2,1,0,3,2.8,47
7.02,1,535,33.0,9,3,3,4,3.5,100
7.51,0,486,26.0,8,4,4,2,4.1,100
8.83,0,927,6.0,4,0,3,4,3.0,88
8.05,3,779,23.0,7,3,1,3,2.2,69
8.39,0,674,8.0,5,3,2,2,4.3,85
7.7,2,819,25.0,8,5,3,2,4.5,84
5.72,0,776,21.0,6,1,3,0,2.2,93
8.41,0,521,21.0,5,2,0,2,2.8,75
7.45,1,348,17.0,7,1,3,1,5.0,94
5.47,0,500,14.0,4,0,1,4,4.0,92
8.82,0,726,38.0,12,3,2,3,3.6,97
9.24,0,785,21.0,7,1,2,2,3.0,90
7.28,1,755,8.0,1,2,1,0,3.6,58
7.82,1,611,3.0,6,1,3,2,2.9,100
7.73,2,433,32.0,9,4,4,2,5.0,100
8.12,0,557,28.0,9,3,2,2,3.2,81
7.29,1,611,10.0,4,3,2,2,4.5,78
7.47,0,546,9.0,5,2,3,3,3.8,95
8.54,0,600,12.0,4,2,3,2,2.4,92
6.88,0,814,36.0,13,6,8,5,5.9,100
6.64,1,436,15.0,7,2,5,4,4.6,100
6.15,0,503,13.0,4,2,3,1,4.2,100
7.22,0,747,9.0,4,2,2,3,3.3,74
8.32,0,611,17.0,6,2,1,3,1.7,85
7.55,0,613,15.0,5,4,0,0,3.0,82
8.11,0,734,17.0,8,5,2,2,3.0,87
6.96,0,703,16.0,5,3,2,6,3.4,78
6.18,0,587,26.0,7,3,2,6,3.7,84
8.89,0,883,16.0,5,4,4,5,3.4,92
5.0,0,599,4.0,3,1,2,6,4.8,84
7.07,0,789,22.0,8,4,3,4,4.4,100
7.79,1,700,15.0,3,1,3,5,4.3,84
6.82,2,374,33.0,10,6,2,3,3.1,100
8.22,1,726,23.0,8,5,3,0,3.5,91
7.61,0,572,0.0,1,0,3,4,4.6,75
7.32,0,677,23.0,7,2,2,2,2.7,64
7.81,0,713,9.0,5,2,3,3,5.4,69
7.0,1,592,17.0,7,1,3,2,6.4,100
6.42,1,729,32.0,9,3,3,2,5.2,100
6.8,0,426,14.0,7,2,2,3,2.5,91
7.15,1,669,10.0,7,4,5,4,5.5,100
7.35,0,578,31.0,9,4,5,1,4.1,100
6.62,0,698,15.0,6,2,3,3,6.6,70
8.86,0,774,28.0,10,4,4,1,3.1,76
8.67,0,759,24.0,6,4,2,1,4.4,63
7.14,0,630,0.0,3,1,2,7,4.0,66
9.02,0,591,12.0,5,1,3,2,2.5,68
7.29,1,723,16.0,5,2,2,3,2.8,71
6.94,0,398,7.0,5,2,2,6,2.2,100
7.82,0,733,23.0,6,3,2,3,3.7,56
5.6,0,574,32.0,9,2,5,1,6.0,100
7.26,0,791,28.0,10,7,6,5,4.7,100
6.16,1,525,25.0,10,2,6,5,4.6,100
8.26,0,524,,7,4,1,5,4.1,79
5.82,0,753,11.0,4,2,3,3,3.4,59
8.18,0,778,17.0,6,2,4,4,3.2,100
7.57,0,716,44.0,12,4,6,4,6.3,100
8.05,1,652,20.0,7,2,3,2,4.9,78
7.15,0,357,16.0,5,1,2,1,5.1,75
7.4,0,606,16.0,7,6,3,1,5.1,83
5.75,1,679,21.0,7,4,3,3,3.9,83
6.54,2,640,22.0,5,1,2,3,3.4,86
7.67,0,714,24.0,7,3,2,4,4.5,63
7.37,3,907,25.0,6,2,4,8,5.2,100
8.37,0,584,16.0,6,0,3,1,5.1,100
6.54,3,629,25.0,7,4,3,1,5.3,59
8.43,0,631,26.0,8,4,5,2,4.4,92
6.84,0,629,20.0,4,0,2,4,3.0,91
7.97,0,703,23.0,9,3,2,1,5.2,93
7.7,0,833,43.0,13,7,6,3,4.7,100
7.72,0,700,23.0,7,5,3,4,1.9,100
7.26,0,523,11.0,3,3,1,5,2.2,77
6.02,0,530,25.0,11,6,5,4,4.4,100
6.25,0,563,36.0,13,8,4,1,4.6,100
7.81,0,575,13.0,5,2,4,3,3.7,100
7.34,0,613,25.0,7,5,5,2,5.2,100
8.64,0,769,26.0,8,5,4,2,5.3,99
7.6,1,496,31.0,9,4,5,2,3.2,100
9.28,0,691,40.0,12,6,5,3,4.8,100
5.82,0,585,51.0,13,6,6,6,3.5,100
8.58,0,587,26.0,8,6,5,4,3.3,100
9.16,0,681,,8,3,1,3,3.8,80
7.83,0,569,5.0,5,2,3,4,4.7,86
7.83,0,641,2.0,4,1,4,1,5.5,100
7.14,0,715,10.0,4,0,2,3,4.2,79
8.41,1,844,40.0,11,3,5,4,6.8,100
8.17,1,701,30.0,9,4,5,1,4.4,100
6.19,0,716,15.0,5,0,4,4,3.8,68
6.13,3,678,25.0,7,2,2,4,1.6,100
6.97,2,685,23.0,7,5,4,2,5.7,100
6.72,3,628,12.0,7,0,3,4,3.6,97
7.29,2,686,28.0,9,3,3,2,2.6,100
9.64,1,725,2.0,5,3,2,2,2.1,87
8.79,2,864,16.0,5,2,2,5,4.7,88
6.84,0,773,24.0,8,4,3,0,3.1,68
9.68,0,631,17.0,6,4,2,0,4.6,66
6.67,0,569,9.0,3,2,0,3,2.2,50
8.42,0,571,16.0,6,2,3,1,3.6,83
6.99,0,873,20.0,8,4,0,4,3.0,75
8.44,0,541,10.0,5,1,2,0,3.9,86
7.0,0,523,9.0,3,0,1,5,2.6,93
8.32,0,730,3.0,3,0,0,7,1.6,60
6.94,1,678,31.0,9,4,4,4,6.9,100
6.99,0,777,17.0,5,1,3,5,5.1,91
8.0,0,593,29.0,8,4,3,2,4.2,72
7.23,1,689,17.0,6,6,3,1,3.6,100
8.88,0,843,32.0,9,4,3,3,3.6,100
9.58,1,653,14.0,7,3,5,0,4.0,100
7.54,2,611,13.0,2,2,2,3,2.4,94
7.88,0,737,20.0,8,4,4,5,6.1,95
8.32,2,1073,27.0,8,2,3,3,3.3,85
8.3,0,679,20.0,5,2,3,5,4.8,91
8.61,0,456,29.0,8,4,2,0,4.4,88
7.97,2,651,27.0,5,1,3,2,3.4,87
7.18,3,728,12.0,5,0,1,5,3.2,49
7.04,0,529,11.0,5,2,3,5,3.4,100
8.83,0,781,33.0,12,3,9,3,8.0,100
8.05,0,425,31.0,10,3,5,0,6.2,79
6.26,0,733,21.0,4,0,2,3,3.9,96
6.82,0,492,6.0,4,3,1,4,1.7,85
7.75,0,652,22.0,8,4,2,2,3.7,81
6.64,1,499,17.0,6,3,2,7,5.6,77
6.18,0,607,25.0,6,3,2,4,4.2,72
9.93,0,883,39.0,13,6,6,4,7.0,100
9.36,2,803,31.0,9,5,4,3,5.3,100
7.03,0,627,21.0,5,1,1,1,3.4,54
8.64,3,610,9.0,5,1,2,0,2.1,73
7.1,0,667,13.0,7,2,3,0,3.9,100
8.82,0,831,14.0,5,5,3,1,4.9,99
7.18,1,636,37.0,11,5,6,2,7.1,100
8.48,0,509,19.0,6,3,4,2,4.8,100
8.45,0,751,31.0,7,2,2,6,3.9,89
8.33,2,755,8.0,7,3,2,4,3.3,100
6.77,0,650,22.0,7,3,5,0,5.5,100
7.79,2,448,31.0,10,6,2,2,3.6,83
7.22,3,682,8.0,3,3,2,4,2.5,83
6.13,0,632,3.0,1,0,0,1,1.2,48
7.91,1,409,15.0,5,1,3,4,2.3,100
6.74,0,627,24.0,6,1,3,4,5.3,94
6.32,1,682,4.0,2,2,2,3,3.2,81
8.04,1,600,19.0,7,2,4,6,3.1,100
7.17,0,845,23.0,7,1,5,1,5.1,86
7.69,0,782,0.0,3,3,2,4,1.8,70
6.01,0,756,28.0,9,1,3,3,3.7,94
7.64,1,611,17.0,5,2,2,3,2.5,85
6.95,2,732,0.0,4,2,2,2,4.9,78
8.03,1,918,24.0,6,3,3,0,4.0,88
8.32,0,720,40.0,13,5,9,5,7.3,100
5.95,0,729,9.0,5,2,1,6,3.4,56
8.03,0,810,24.0,9,7,1,4,3.1,63
7.83,0,694,34.0,10,4,7,2,6.4,100
7.7,0,713,16.0,6,0,4,5,4.8,86
7.65,0,611,20.0,9,5,4,2,3.5,92
8.16,0,639,25.0,7,2,4,7,5.3,100
7.13,0,336,13.0,5,4,3,5,5.1,83
8.11,0,781,29.0,7,1,4,0,3.8,100
8.5,3,647,3.0,3,0,1,4,3.0,85
7.39,2,584,13.0,3,0,2,4,2.7,73
6.76,0,624,26.0,4,1,1,0,3.1,57
7.9,0,785,10.0,4,0,3,4,4.0,81
7.83,1,581,29.0,9,1,3,4,2.6,91
6.29,0,516,19.0,7,2,3,1,3.2,97
7.11,1,767,34.0,10,5,6,0,5.3,100
7.69,0,660,27.0,6,5,3,2,4.0,100
5.95,0,600,7.0,1,0,1,5,2.0,64
8.57,3,565,21.0,4,2,2,4,2.0,93
7.51,1,731,25.0,6,4,3,4,3.0,96
7.69,0,738,17.0,3,4,2,3,2.7,90
7.26,0,799,14.0,6,2,3,1,5.1,85
7.48,0,504,13.0,6,3,2,1,3.2,87
7.32,1,601,33.0,9,5,2,7,5.2,100
